nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Claudia Herrera,Tenis,30.0,104.2,176.0,88.0,14.1,9.29,ATACANTE
Ignacio Peña,Tenis,33.0,91.4,165.0,54.0,16.7,1.33,Defensa
Patricia Ramos,Rugby,31.12930135557873,99.3,194.0,66.0,5.0,4.56,Nadador
Manuel Leal,Fútbol,35.0,57.0,164.0,88.0,22.6,9.54,atacante
Paola Romero,Natación,43.0,99.6,180.0,79.0,6.7,4.65,nadador
Claudia Herrera,Tenis,31.0,66.5,178.0,46.0,9.5,7.35,ciclista
Mauricio Vega,Natación,20.0,55.5,197.0,51.0,9.2,8.0,
Pilar Contreras,Fútbol,39.0,55.9,180.0,46.0,14.8,2.05,ATACANTE
Tomás Gutiérrez,Ciclismo,32.0,73.0,179.0,85.0,0.1,9.07,portero
Paola Romero,Natación,44.0,70.7,181.0,90.0,13.4,2.26,delantero 
Roxana Salinas,Fútbol,40.0,57.0,179.0,74.0,5.7,6.7,corredor
Cristian Medina,Boxeo,39.0,102.5,167.0,90.0,18.0,3.15,Defensa
Natalia Cruz,Fútbol,20.0,87.6,193.0,58.0,14.9,9.53,CICLISTA
Tomás Gutiérrez,Rugby,26.0,71.0,173.0,70.0,7.4,1.24,Atacante
Gonzalo Fuentes,Fútbol,30.0,98.2,194.0,88.0,22.3,3.48,Corredor
Isabella Castro,Atletismo,40.0,89.0,184.0,89.0,17.1,5.69,defensa 
Catalina Mora,Natación,17.0,104.7,160.0,50.0,8.0,4.55,MEDIOCAMPISTA
Nicolás Reyes,Ciclismo,23.0,94.7,173.0,80.0,12.0,2.12,delantero 
Ana Martínez,Natación,26.0,57.5,173.0,50.0,24.6,7.72,Delantero
Luis Parra,Voleibol,42.0,85.2,165.0,73.0,18.3,9.54,ATACANTE
Daniela Vargas,Voleibol,26.0,103.3,180.0,76.0,24.8,1.67,
Diego Torres,Voleibol,16.0,76.4,201.0,52.0,7.9,4.0,Mediocampista
Claudia Herrera,Baloncesto,35.0,73.5,181.0,60.0,7.1,7.97,CICLISTA
María González,Tenis,22.0,75.0,163.0,82.0,19.6,7.75,PORTERO
César Sepúlveda,Tenis,26.0,94.8,193.0,78.0,15.9,7.78,ciclista
Gabriela Morales,Ciclismo,16.0,63.1,179.0,61.0,8.2,3.19,MEDIOCAMPISTA
Marcela Varela,Baloncesto,16.0,94.4,201.0,88.0,22.1,9.71,Mediocampista
Javiera Espinoza,Boxeo,36.0,85.4,182.0,72.0,12.2,5.42,delantero 
Héctor Suárez,Ciclismo,29.0,58.4,198.0,57.0,12.2,1.56,Ciclista
Héctor Suárez,Voleibol,35.0,61.5,177.0,85.0,5.3,6.01,Mediocampista
Camila Díaz,Atletismo,33.0,66.8,170.0,60.0,24.3,9.56,Mediocampista
Gonzalo Fuentes,Baloncesto,36.0,95.0,191.0,54.0,6.5,2.66,
Nicolás Reyes,Atletismo,31.12930135557873,84.7,165.0,83.0,22.8,7.26,Portero
Claudia Herrera,Ciclismo,17.0,104.6,194.0,58.0,16.9,4.4,mediocampista
Marcela Varela,Atletismo,36.0,78.8,176.0,82.0,5.9,5.06,defensa
Mauricio Vega,Rugby,27.0,95.7,163.0,60.0,18.3,4.45,defensa
Luis Parra,Voleibol,29.0,98.8,184.0,48.0,9.4,2.97,
Carolina Ríos,Fútbol,24.0,78.9,196.0,47.0,19.7,7.26,delantero
Manuel Leal,Baloncesto,17.0,98.9,191.0,47.0,12.8,2.71,nadador
Enrique Valenzuela,Tenis,35.0,56.8,198.0,67.0,11.5,8.05,Portero
Mónica Ortega,Boxeo,24.0,84.2,185.0,69.50026329647183,6.2,9.73,Mediocampista
Gabriela Morales,Rugby,30.0,80.7,177.0,45.0,4.0,9.41,DELANTERO
Valentina Ramírez,Atletismo,45.0,91.9,200.0,48.0,13.3,6.75,DEFENSA
Verónica Aguilar,Tenis,43.0,83.4,171.0,50.0,4.7,3.62,defensa 
Javiera Espinoza,Fútbol,41.0,58.9,190.0,69.50026329647183,20.7,1.17,delantero
Sofía Hernández,Tenis,37.0,100.4,190.0,71.0,20.4,1.52,DELANTERO
Daniela Vargas,Natación,31.12930135557873,62.9,187.0,74.0,13.2,9.3,atacante
Gabriela Morales,Atletismo,29.0,55.1,158.0,82.0,7.2,1.28,defensa
César Sepúlveda,Natación,31.12930135557873,56.1,160.0,58.0,4.3,7.53,Atacante
Alicia Campos,Boxeo,31.12930135557873,85.9,169.0,73.0,18.2,1.21,CICLISTA
Patricia Ramos,Natación,19.0,82.0,162.0,55.0,11.8,9.34,CORREDOR
Ignacio Peña,Natación,31.12930135557873,91.8,185.0,69.50026329647183,16.2,4.78,Nadador
Alejandro Núñez,Boxeo,40.0,64.3,165.0,81.0,20.5,2.26,atacante
Matías Silva,Ciclismo,27.0,93.9,178.0,80.0,23.4,5.96,PORTERO
Ricardo Álvarez,Ciclismo,29.0,57.2,180.0,54.0,10.4,7.07,mediocampista
Carolina Ríos,Natación,40.0,57.6,182.0,62.0,16.4,9.88,Corredor
Sofía Hernández,Natación,40.0,55.4,183.0,85.0,13.6,8.55,Atacante
Felipe Muñoz,Ciclismo,32.0,63.4,196.0,62.0,18.6,1.38,mediocampista
Mauricio Vega,Natación,33.0,63.2,196.0,74.0,6.5,7.1,nadador
Sofía Hernández,Voleibol,21.0,72.3,163.0,56.0,10.1,5.35,mediocampista
Daniela Vargas,Natación,21.0,58.1,186.0,71.0,8.5,7.65,Corredor
Eduardo Soto,Natación,3.0,83.0,165.0,62.0,24.9,2.18,DEFENSA
Camila Díaz,Ciclismo,18.0,83.4,194.0,69.50026329647183,24.6,2.99,delantero 
Claudia Herrera,Tenis,31.12930135557873,85.3,186.0,57.0,16.3,2.54,
Felipe Muñoz,Fútbol,37.0,74.6,170.0,51.0,15.8,5.12,defensa
Catalina Mora,Baloncesto,29.0,104.2,194.0,83.0,11.5,2.58,atacante
Patricio Bravo,Voleibol,19.0,86.8,182.0,62.0,3.8,8.13,CORREDOR
Matías Silva,Voleibol,41.0,91.4,179.0,63.0,21.6,7.96,
Fernanda Jiménez,Natación,200.0,60.4,191.0,70.0,13.1,8.45,DELANTERO
Enrique Valenzuela,Natación,39.0,74.7,177.0,85.0,11.9,1.38,ciclista
Paola Romero,Baloncesto,18.0,96.1,189.0,84.0,16.5,2.42,atacante
Eduardo Soto,Baloncesto,4.0,70.7,191.0,45.0,22.5,5.32,corredor
Pedro Rodríguez,Natación,38.0,102.2,180.0,78.0,7.1,1.05,
Héctor Suárez,Tenis,25.0,82.6,190.0,64.0,3.1,9.37,Atacante
Roberto Castillo,Voleibol,19.0,104.1,186.0,84.0,9.2,8.1,Ciclista
Sebastián Rojas,Fútbol,17.0,57.5,169.0,81.0,5.9,4.65,CICLISTA
Verónica Aguilar,Ciclismo,18.0,103.5,177.0,66.0,8.3,7.72,delantero 
Eduardo Soto,Baloncesto,35.0,58.5,164.0,69.0,8.5,4.74,delantero 
Tomás Gutiérrez,Rugby,45.0,58.9,163.0,66.0,8.5,1.01,mediocampista
Ignacio Peña,Tenis,35.0,86.9,161.0,85.0,16.8,9.79,corredor
Patricia Ramos,Atletismo,31.0,82.6,163.0,89.0,21.8,3.75,Atacante
Carolina Ríos,Atletismo,22.0,72.8,198.0,77.0,14.0,2.73,delantero
Andrés Flores,Fútbol,34.0,92.8,164.0,300.0,13.8,1.55,Ciclista
Luis Parra,Voleibol,43.0,60.0,192.0,72.0,18.3,6.29,CORREDOR
Rodrigo Sandoval,Fútbol,35.0,70.7,181.0,87.0,15.9,2.78,MEDIOCAMPISTA
Patricio Bravo,Atletismo,37.0,71.0,184.0,68.0,8.9,5.552869109947644,Corredor
Eduardo Soto,Ciclismo,22.0,82.7,188.0,55.0,20.2,2.87,corredor
Isabella Castro,Natación,40.0,69.1,198.0,76.0,17.0,9.99,Mediocampista
Francisca Lagos,Boxeo,26.0,64.6,187.0,73.0,5.2,-5.0,atacante
Carolina Ríos,Atletismo,26.0,90.1,167.0,58.0,16.2,4.87,nadador
Gabriela Morales,Natación,3.0,62.3,184.0,62.0,17.0,8.72,ciclista
Francisca Lagos,Fútbol,28.0,67.2,171.0,72.0,18.3,7.41,
Isabella Castro,Baloncesto,21.0,76.3,176.0,80.0,16.5,3.23,PORTERO
Patricia Ramos,Tenis,32.0,62.8,185.0,64.0,19.0,4.38,CORREDOR
Eduardo Soto,Fútbol,17.0,66.4,192.0,69.50026329647183,8.9,8.49,DEFENSA
Verónica Aguilar,Ciclismo,150.0,75.9,197.0,79.0,13.1,8.59,
Marcela Varela,Baloncesto,26.0,70.3,178.0,77.0,4.8,8.67,delantero
Mónica Ortega,Rugby,36.0,103.7,189.0,73.0,21.2,8.63,defensa
Isabella Castro,Baloncesto,21.0,95.2,194.0,86.0,11.4,1.33,CORREDOR
Diego Torres,Natación,18.0,100.6,184.0,49.0,22.6,3.69,
María González,Boxeo,31.0,87.5,166.0,64.0,12.3,7.73,Mediocampista
Roberto Castillo,Tenis,19.0,55.2,166.0,58.0,19.3,9.67,MEDIOCAMPISTA
Lorena Mendoza,Ciclismo,44.0,65.1,173.0,86.0,18.7,-5.0,delantero
Javiera Espinoza,Natación,30.0,74.4,163.0,80.0,11.5,5.552869109947644,CORREDOR
Carolina Ríos,Fútbol,39.0,104.5,191.0,74.0,5.9,1.77,defensa 
Catalina Mora,Natación,37.0,85.2,187.0,54.0,11.5,1.93,Delantero
Tomás Gutiérrez,Atletismo,28.0,57.2,182.0,86.0,3.8,8.87,Nadador
Mónica Ortega,Natación,22.0,90.5,159.0,85.0,10.6,9.04,ciclista
Verónica Aguilar,Boxeo,30.0,73.9,179.5617088607595,45.0,10.4,2.46,Corredor
Marisol Figueroa,Rugby,41.0,101.7,180.0,83.0,4.7,7.19,ciclista
Sebastián Rojas,Fútbol,36.0,60.0,176.0,72.0,5.1,5.94,DELANTERO
Roberto Castillo,Natación,20.0,60.9,192.0,55.0,15.8,3.63,Atacante
Carlos Pérez,Voleibol,39.0,96.9,196.0,66.0,23.1,5.37,Corredor
Matías Silva,Baloncesto,21.0,72.3,181.0,69.0,8.7,2.48,
Matías Silva,Tenis,31.12930135557873,93.8,166.0,76.0,17.7,2.67,NADADOR
Lorena Mendoza,Natación,19.0,104.2,189.0,82.0,12.3,5.41,delantero 
Valentina Ramírez,Natación,22.0,63.3,171.0,70.0,7.2,7.25,MEDIOCAMPISTA
Eduardo Soto,Fútbol,42.0,78.9,199.0,49.0,11.6,9.71,Mediocampista
Sebastián Rojas,Tenis,31.12930135557873,89.0,198.0,59.0,3.8,1.06,
César Sepúlveda,Tenis,24.0,86.1,186.0,84.0,4.8,1.14,MEDIOCAMPISTA
Tomás Gutiérrez,Natación,45.0,68.0,167.0,72.0,13.5,6.57,Nadador
María González,Baloncesto,29.0,57.3,159.0,48.0,11.6,1.25,Defensa
Matías Silva,Natación,39.0,72.2,198.0,51.0,8.3,3.89,
Francisca Lagos,Boxeo,25.0,65.9,189.0,79.0,16.5,3.67,Atacante
Alicia Campos,Rugby,43.0,58.2,159.0,46.0,5.2,4.34,DEFENSA
César Sepúlveda,Natación,18.0,59.6,158.0,47.0,11.2,2.92,ATACANTE
César Sepúlveda,Natación,30.0,56.7,181.0,68.0,12.2,2.57,delantero 
Matías Silva,Atletismo,27.0,83.1,182.0,350.0,16.0,4.43,
Andrés Flores,Natación,37.0,99.1,169.0,58.0,20.0,2.83,MEDIOCAMPISTA
Lorena Mendoza,Boxeo,26.0,58.5,191.0,80.0,13.3,4.88,ciclista
Lorena Mendoza,Atletismo,31.0,88.9,164.0,71.0,13.6,6.98,Defensa
Alicia Campos,Ciclismo,37.0,84.4,175.0,56.0,6.9,8.82,atacante
Roberto Castillo,Boxeo,40.0,57.0,202.0,70.0,9.8,3.63,mediocampista
Ignacio Peña,Tenis,45.0,58.5,179.5617088607595,81.0,14.1,8.8,delantero 
Mónica Ortega,Ciclismo,34.0,79.7,186.0,90.0,15.6,9.89,Corredor
Ignacio Peña,Baloncesto,33.0,65.1,187.0,66.0,8.6,6.49,DELANTERO
Eduardo Soto,Baloncesto,24.0,89.6,159.0,77.0,10.3,1.84,mediocampista
Cristian Medina,Rugby,27.0,90.2,185.0,63.0,17.3,5.39,defensa
César Sepúlveda,Voleibol,19.0,61.3,161.0,61.0,5.9,8.03,
Sebastián Rojas,Natación,17.0,88.6,159.0,50.0,20.9,4.79,DELANTERO
Felipe Muñoz,Natación,40.0,89.6,178.0,67.0,20.3,8.73,Defensa
Pilar Contreras,Ciclismo,31.12930135557873,65.1,164.0,64.0,8.1,1.26,Atacante
Patricio Bravo,Ciclismo,21.0,98.4,162.0,45.0,21.6,1.38,PORTERO
Alicia Campos,Natación,34.0,101.8,186.0,50.0,23.6,9.55,NADADOR
Catalina Mora,Tenis,31.12930135557873,88.7,159.0,73.0,18.5,8.09,DEFENSA
Andrés Flores,Natación,35.0,85.2,191.0,45.0,10.6,5.1,corredor
Felipe Muñoz,Rugby,28.0,68.3,201.0,89.0,6.8,8.87,defensa 
Patricia Ramos,Fútbol,40.0,82.7,177.0,68.0,20.0,3.21,Delantero
Ricardo Álvarez,Ciclismo,19.0,72.6,163.0,72.0,10.5,7.84,DELANTERO
Lorena Mendoza,Tenis,18.0,104.3,179.0,46.0,23.2,2.5,delantero 
Diego Torres,Voleibol,29.0,69.0,182.0,70.0,9.8,6.18,
Javiera Espinoza,Tenis,16.0,76.6,162.0,69.50026329647183,9.6,9.94,defensa 
Nicolás Reyes,Tenis,29.0,76.5,172.0,47.0,10.3,1.34,Portero
Alejandro Núñez,Voleibol,19.0,65.6,185.0,65.0,14.2,5.552869109947644,PORTERO
Claudia Herrera,Natación,19.0,57.2,170.0,90.0,8.3,20.0,
Cristian Medina,Tenis,38.0,104.6,179.5617088607595,79.0,10.7,3.13,PORTERO
Eduardo Soto,Voleibol,28.0,88.3,170.0,87.0,13.2,3.76,mediocampista
Ricardo Álvarez,Fútbol,25.0,79.3,161.0,63.0,13.8,4.76,corredor
Cristian Medina,Fútbol,30.0,57.7,160.0,46.0,14.4,2.43,Defensa
Roberto Castillo,Natación,39.0,89.3,198.0,83.0,20.2,3.02,nadador
Enrique Valenzuela,Tenis,44.0,102.9,189.0,51.0,23.6,6.76,defensa 
Gonzalo Fuentes,Rugby,24.0,102.2,174.0,53.0,18.0,4.92,NADADOR
Luis Parra,Voleibol,42.0,85.2,165.0,73.0,18.3,9.54,ATACANTE
Carolina Ríos,Baloncesto,31.12930135557873,63.5,179.5617088607595,45.0,5.4,8.52,NADADOR
Pedro Rodríguez,Natación,26.0,102.1,166.0,86.0,9.5,5.6,mediocampista
Héctor Suárez,Ciclismo,21.0,60.1,167.0,54.0,5.4,2.55,
Fernanda Jiménez,Tenis,44.0,90.1,200.0,48.0,24.4,6.31,ATACANTE
Felipe Muñoz,Atletismo,31.0,94.8,183.0,71.0,8.0,7.78,CICLISTA
Sofía Hernández,Rugby,44.0,88.6,172.0,84.0,11.0,1.02,Mediocampista
Andrés Flores,Fútbol,28.0,102.2,165.0,86.0,5.7,8.02,
Ignacio Peña,Rugby,25.0,59.7,165.0,90.0,12.1,2.3,DEFENSA
Isabella Castro,Ciclismo,3.0,77.7,166.0,57.0,19.1,15.0,ATACANTE
Claudia Herrera,Tenis,41.0,67.6,162.0,62.0,23.2,9.4,DELANTERO
Rodrigo Sandoval,Tenis,34.0,72.3,170.0,5.0,15.7,9.18,Delantero
Marisol Figueroa,Ciclismo,33.0,94.1,192.0,45.0,20.8,4.18,MEDIOCAMPISTA
Matías Silva,Voleibol,38.0,88.0,202.0,71.0,16.9,3.25,Mediocampista
Patricio Bravo,Voleibol,38.0,65.2,166.0,53.0,17.0,8.31,MEDIOCAMPISTA
Juan López,Natación,37.0,81.4,164.0,78.0,20.6,5.23,
Roberto Castillo,Fútbol,38.0,94.9,165.0,5.0,23.9,2.77,
Pilar Contreras,Natación,22.0,103.6,201.0,80.0,7.3,3.36,delantero 
Alejandro Núñez,Natación,38.0,96.2,160.0,73.0,19.3,7.6,Atacante
Carolina Ríos,Rugby,29.0,83.1,162.0,55.0,13.7,4.52,mediocampista
Claudia Herrera,Tenis,22.0,58.8,189.0,53.0,6.8,1.23,nadador
Pedro Rodríguez,Tenis,45.0,103.9,175.0,76.0,7.0,7.37,Corredor
Carolina Ríos,Fútbol,36.0,59.7,180.0,89.0,19.8,4.74,DEFENSA
Carolina Ríos,Baloncesto,38.0,81.1,188.0,82.0,21.3,5.18,CORREDOR
Tomás Gutiérrez,Natación,36.0,64.3,188.0,58.0,16.0,2.84,delantero 
Ana Martínez,Tenis,39.0,100.1,177.0,80.0,17.7,8.28,atacante
Fernanda Jiménez,Baloncesto,38.0,100.1,183.0,47.0,12.9,8.83,Nadador
Diego Torres,Natación,23.0,85.8,195.0,52.0,3.5,3.61,ciclista
Manuel Leal,Ciclismo,38.0,90.2,173.0,48.0,9.8,3.49,Nadador
Gonzalo Fuentes,Fútbol,34.0,77.6,191.0,10.0,21.9,5.48,defensa 
Natalia Cruz,Atletismo,41.0,56.0,168.0,71.0,18.0,9.24,atacante
Marisol Figueroa,Atletismo,30.0,58.4,192.0,60.0,12.8,3.19,Portero
Catalina Mora,Rugby,31.12930135557873,90.2,165.0,77.0,23.7,7.68,Mediocampista
Lorena Mendoza,Boxeo,20.0,81.5,180.0,84.0,7.5,8.97,Defensa
Eduardo Soto,Tenis,20.0,76.9,202.0,58.0,12.0,5.13,corredor
Natalia Cruz,Voleibol,34.0,87.2,169.0,5.0,18.3,6.5,Mediocampista
Felipe Muñoz,Tenis,22.0,103.0,179.5617088607595,350.0,10.5,5.75,DEFENSA
César Sepúlveda,Ciclismo,44.0,76.4,166.0,48.0,8.9,5.552869109947644,Atacante
Mauricio Vega,Atletismo,40.0,74.1,168.0,73.0,20.9,8.72,ATACANTE
Mauricio Vega,Atletismo,35.0,74.9,184.0,69.0,22.6,7.64,ATACANTE
Pilar Contreras,Baloncesto,34.0,95.0,191.0,88.0,16.6,9.48,CORREDOR
Cristian Medina,Fútbol,24.0,77.6,192.0,74.0,14.3,6.75,
César Sepúlveda,Natación,36.0,60.9,168.0,69.50026329647183,18.1,3.24,mediocampista
Fernanda Jiménez,Fútbol,44.0,102.2,183.0,69.0,22.2,4.84,portero
Marcela Varela,Voleibol,4.0,95.5,193.0,45.0,13.4,9.81,delantero 
Pedro Rodríguez,Voleibol,37.0,75.1,185.0,89.0,20.9,2.81,Portero
Diego Torres,Baloncesto,18.0,68.2,172.0,66.0,18.9,6.18,Portero
Mauricio Vega,Tenis,32.0,75.7,159.0,58.0,17.2,7.35,Corredor
María González,Fútbol,43.0,70.9,186.0,63.0,9.2,6.95,
Isabella Castro,Voleibol,42.0,95.2,197.0,50.0,10.1,8.44,ciclista
Luis Parra,Voleibol,20.0,76.1,198.0,77.0,18.9,5.552869109947644,
Diego Torres,Natación,27.0,63.9,177.0,80.0,21.5,6.83,
Mauricio Vega,Fútbol,23.0,62.7,178.0,64.0,5.2,5.61,delantero 
Alicia Campos,Voleibol,45.0,69.1,188.0,85.0,9.0,7.65,NADADOR
Marisol Figueroa,Tenis,35.0,80.8,175.0,64.0,19.0,6.07,atacante
Felipe Muñoz,Voleibol,17.0,91.7,179.5617088607595,64.0,3.4,5.552869109947644,atacante
Natalia Cruz,Tenis,29.0,96.5,186.0,70.0,7.1,5.84,CORREDOR
Luis Parra,Boxeo,40.0,83.7,166.0,86.0,7.7,4.7,DELANTERO
Juan López,Boxeo,27.0,85.0,191.0,59.0,22.3,5.99,delantero
Gonzalo Fuentes,Rugby,33.0,90.8,163.0,70.0,23.5,2.38,CORREDOR
Mónica Ortega,Tenis,24.0,65.4,181.0,80.0,11.6,7.79,atacante
Héctor Suárez,Rugby,28.0,74.1,179.5617088607595,86.0,6.3,3.13,
Mónica Ortega,Tenis,29.0,92.9,179.5617088607595,350.0,3.4,1.05,mediocampista
Paola Romero,Fútbol,39.0,87.0,202.0,49.0,12.1,9.38,NADADOR
Ignacio Peña,Natación,35.0,57.7,173.0,77.0,6.3,2.94,NADADOR
Tomás Gutiérrez,Natación,28.0,83.2,158.0,52.0,24.1,3.07,Ciclista
Fernanda Jiménez,Tenis,37.0,63.6,166.0,58.0,14.7,3.43,defensa 
Andrés Flores,Baloncesto,43.0,62.4,191.0,68.0,15.9,7.59,MEDIOCAMPISTA
Catalina Mora,Ciclismo,38.0,98.0,165.0,55.0,15.6,1.96,Corredor
Roberto Castillo,Natación,43.0,73.8,169.0,64.0,24.9,1.01,defensa
Sofía Hernández,Voleibol,43.0,71.9,192.0,65.0,11.6,2.58,NADADOR
Andrés Flores,Tenis,21.0,80.3,184.0,47.0,9.5,8.47,Ciclista
Gabriela Morales,Baloncesto,25.0,89.4,168.0,88.0,4.9,4.91,CICLISTA
Carolina Ríos,Voleibol,45.0,63.8,200.0,63.0,22.9,1.81,Delantero
Lorena Mendoza,Fútbol,42.0,104.7,198.0,67.0,21.0,5.29,atacante
Luis Parra,Atletismo,45.0,61.8,163.0,65.0,15.1,7.39,CICLISTA
Roberto Castillo,Atletismo,26.0,91.5,190.0,85.0,21.4,9.02,Mediocampista
Mauricio Vega,Voleibol,25.0,58.9,171.0,90.0,14.4,4.07,ATACANTE
Diego Torres,Boxeo,28.0,56.5,158.0,45.0,3.9,5.68,atacante
Claudia Herrera,Ciclismo,31.12930135557873,66.2,200.0,53.0,23.6,4.03,DEFENSA
Roxana Salinas,Ciclismo,20.0,102.9,165.0,82.0,12.2,8.63,ATACANTE
Nicolás Reyes,Ciclismo,37.0,60.8,158.0,5.0,18.8,9.86,atacante
Pedro Rodríguez,Natación,21.0,95.5,199.0,59.0,10.7,6.52,DEFENSA
Carlos Pérez,Voleibol,37.0,86.8,199.0,73.0,3.9,1.31,Ciclista
Diego Torres,Fútbol,28.0,76.6,181.0,63.0,10.3,2.37,
Marisol Figueroa,Natación,33.0,92.7,163.0,59.0,23.1,6.76,atacante
Fernanda Jiménez,Rugby,25.0,73.4,163.0,74.0,19.3,2.69,CORREDOR
Héctor Suárez,Boxeo,21.0,93.8,172.0,70.0,21.4,3.33,defensa 
Diego Torres,Tenis,27.0,73.4,179.5617088607595,46.0,21.7,7.15,nadador
Natalia Cruz,Fútbol,20.0,58.6,182.0,90.0,12.7,5.552869109947644,Nadador
Ana Martínez,Natación,31.0,66.8,201.0,52.0,19.2,5.24,nadador
Juan López,Baloncesto,44.0,82.2,172.0,68.0,12.2,5.552869109947644,nadador
Pedro Rodríguez,Baloncesto,30.0,59.5,186.0,77.0,5.9,6.11,PORTERO
Diego Torres,Fútbol,25.0,82.4,202.0,71.0,24.4,1.0,ciclista
Francisca Lagos,Tenis,34.0,103.5,164.0,89.0,11.8,5.552869109947644,DELANTERO
Héctor Suárez,Fútbol,27.0,101.6,184.0,65.0,20.2,5.552869109947644,nadador
Daniela Vargas,Boxeo,27.0,75.3,183.0,69.50026329647183,11.6,2.15,CORREDOR
Andrés Flores,Tenis,24.0,88.3,176.0,46.0,8.2,6.97,MEDIOCAMPISTA
Natalia Cruz,Tenis,21.0,97.9,191.0,67.0,9.0,2.18,corredor
Patricia Ramos,Atletismo,31.0,73.1,160.0,67.0,9.5,6.72,ATACANTE
Juan López,Tenis,33.0,74.9,201.0,89.0,24.6,9.49,DELANTERO
Felipe Muñoz,Natación,39.0,63.5,164.0,82.0,5.5,5.552869109947644,DELANTERO
Verónica Aguilar,Atletismo,20.0,84.1,169.0,76.0,4.3,15.0,CORREDOR
Sebastián Rojas,Baloncesto,39.0,74.6,177.0,300.0,18.6,1.17,atacante
Patricio Bravo,Baloncesto,35.0,104.7,194.0,350.0,6.6,6.63,atacante
Juan López,Atletismo,24.0,65.3,187.0,86.0,14.5,5.9,defensa
Mauricio Vega,Ciclismo,34.0,82.1,194.0,46.0,6.6,6.68,DEFENSA
Carolina Ríos,Boxeo,45.0,72.7,181.0,66.0,18.1,4.99,portero
Felipe Muñoz,Ciclismo,31.12930135557873,58.9,192.0,68.0,23.5,5.552869109947644,
Isabella Castro,Natación,45.0,72.2,195.0,66.0,11.1,6.04,mediocampista
Catalina Mora,Boxeo,33.0,97.4,174.0,45.0,14.6,9.62,Ciclista
Isabella Castro,Baloncesto,17.0,74.9,190.0,75.0,3.3,5.25,MEDIOCAMPISTA
Mauricio Vega,Natación,40.0,64.3,192.0,46.0,9.8,9.64,NADADOR
Eduardo Soto,Natación,42.0,64.9,160.0,71.0,24.3,15.0,portero
Francisca Lagos,Voleibol,20.0,73.9,192.0,49.0,23.0,3.46,delantero 
Marcela Varela,Baloncesto,31.12930135557873,72.2,175.0,61.0,6.1,3.71,atacante
Luis Parra,Natación,41.0,104.3,191.0,62.0,22.6,9.97,corredor
Cristian Medina,Tenis,31.0,65.9,160.0,87.0,6.1,5.28,Nadador
Eduardo Soto,Rugby,27.0,101.7,161.0,87.0,10.3,9.4,Portero
Rodrigo Sandoval,Rugby,30.0,82.0,165.0,87.0,4.6,4.27,
Pedro Rodríguez,Voleibol,19.0,97.8,175.0,51.0,23.5,5.14,
Rodrigo Sandoval,Natación,17.0,87.4,176.0,60.0,10.6,2.38,Corredor
Matías Silva,Voleibol,38.0,74.6,180.0,63.0,5.6,5.1,DEFENSA
Verónica Aguilar,Rugby,21.0,81.2,190.0,76.0,5.5,7.9,delantero 
Paola Romero,Tenis,36.0,72.1,195.0,76.0,7.9,9.1,delantero
Enrique Valenzuela,Natación,26.0,73.2,167.0,300.0,15.7,7.35,defensa
Felipe Muñoz,Baloncesto,16.0,68.8,164.0,57.0,6.2,3.76,PORTERO
María González,Rugby,37.0,103.2,179.5617088607595,81.0,24.0,2.97,Mediocampista
Daniela Vargas,Voleibol,42.0,77.6,179.5617088607595,69.0,12.1,5.89,ciclista
Felipe Muñoz,Tenis,31.0,103.2,163.0,47.0,22.4,4.57,nadador
Carlos Pérez,Tenis,42.0,82.5,164.0,87.0,23.0,7.51,ciclista
Ana Martínez,Rugby,24.0,104.7,197.0,74.0,22.9,8.56,DEFENSA
Pilar Contreras,Ciclismo,19.0,102.6,169.0,58.0,17.7,9.96,Nadador
Carlos Pérez,Baloncesto,20.0,64.0,183.0,45.0,12.8,7.59,NADADOR
Matías Silva,Tenis,40.0,67.2,164.0,90.0,4.7,3.74,Corredor
Sebastián Rojas,Fútbol,25.0,103.8,172.0,81.0,22.5,2.76,atacante
Enrique Valenzuela,Boxeo,37.0,62.7,159.0,90.0,7.9,5.68,CORREDOR
Ana Martínez,Fútbol,43.0,80.4,173.0,81.0,16.6,9.41,DEFENSA
Fernanda Jiménez,Voleibol,29.0,72.2,183.0,67.0,3.1,9.33,Delantero
Andrés Flores,Baloncesto,31.0,98.6,178.0,88.0,11.2,5.23,Corredor
Andrés Flores,Atletismo,28.0,90.9,199.0,51.0,23.5,5.552869109947644,CICLISTA
Andrés Flores,Tenis,19.0,65.8,193.0,77.0,17.5,8.34,mediocampista
Roxana Salinas,Fútbol,24.0,94.2,178.0,90.0,6.6,7.47,ciclista
Sebastián Rojas,Boxeo,27.0,82.6,171.0,86.0,16.7,4.06,atacante
Carlos Pérez,Fútbol,20.0,76.9,161.0,69.0,10.6,3.17,CORREDOR
Camila Díaz,Fútbol,19.0,61.3,178.0,72.0,17.7,7.38,
Diego Torres,Natación,20.0,100.3,178.0,75.0,19.8,1.94,nadador
Ricardo Álvarez,Atletismo,17.0,101.3,200.0,60.0,24.7,1.98,DEFENSA
Héctor Suárez,Natación,31.0,89.3,194.0,85.0,8.5,9.88,ATACANTE
Enrique Valenzuela,Rugby,43.0,60.5,197.0,47.0,6.6,5.56,ciclista
César Sepúlveda,Voleibol,38.0,71.9,190.0,70.0,20.5,5.15,CICLISTA
